created_at,account_id,account_lead_id,modified_at,log_type,log_id,log_date,log_subtype_id,log_subtype_name,milestone_id,milestone_name,log_note,log_user_id,log_user_email,log_user_name,group_id,group_name,imported,updated_at,log_type_id
2019-09-16 15:08:26.505175,10,1125742,09/10/2019 16:01:42,Status,155567,09/10/2019 16:01:42,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:08:26.505175,7
2019-09-16 15:08:26.505284,10,1125742,09/10/2019 16:01:42,CreationLog,160755,09/10/2019 16:01:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:08:26.505284,
2019-09-16 15:08:26.505342,10,1125742,09/10/2019 16:01:42,Export,113450,09/10/2019 16:01:42,-50,Failure,,,"https://nijt588ad1.execute-api.us-west-1.amazonaws.com/Stage/leads:{
	""lead"": {
		""payload"": {
			""id"": ""1125742"",
		  ""actionCount"": ""0"",
		  ""campaign"": ""LendingTree"",
		  ""campaignGroup"": ""Self Generated"",
		  ""creditProfile"": ""614"",
		  ""dateAdded"": ""9/10/2019 4:01 PM"",
		  ""dayPhone"": ""(555) 522-8432"",
		  ""email"": ""aaronwilliams@hotmail.com"",
		  ""eveningPhone"": ""(555) 732-4329"",
		  ""existingHomeValue"": ""1"",
		  ""firstName"": ""Beth"",
		  ""intendedPropertyUse"": ""PRIMARYHOME"",
		  ""lastDuplicate"": """",
		  ""lastName"": ""Bryant"",
		  ""loanAmount"": ""188774.00"",
		  ""loanPurpose"": ""REFIANCE"",
		  ""propertyAddress"": ""na"",
		  ""propertyState"": ""TEXAS"",
		  ""propertyType"": ""COOPERATIVE"",
		  ""propertyZipCode"": ""56600"",
		  ""purchasePrice"": ""49774.00"",
		  ""LeadProviderName"": ""MISSING"",
		  ""IsMilitary"": ""Yes"",
		  ""CIS"": ""0.3"",
		  ""FICO"": ""320""
		}
	}
}",-100,,"System, Velocify",,,,2019-09-16 15:08:26.505342,6
2019-09-16 15:08:26.505394,10,1125742,09/10/2019 16:01:42,Email,432843,09/10/2019 16:01:42,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:08:26.505394,5
2019-09-16 15:08:26.505445,10,1125742,09/10/2019 16:01:42,Email,432844,09/10/2019 16:01:42,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:08:26.505445,5
2019-09-16 15:08:26.505495,10,1125742,09/10/2019 16:01:42,Distribution,255781,09/10/2019 16:01:42,38,New Lead Distribution,,,,11402,test4@pro-pair.com,"GottaHaveThose, Recommendations",,,,2019-09-16 15:08:26.505495,4
2019-09-16 15:08:26.505546,10,1125743,09/11/2019 01:06:03,Status,155568,09/10/2019 16:03:43,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:08:26.505546,7
2019-09-16 15:08:26.505596,10,1125743,09/11/2019 01:06:03,CreationLog,160756,09/10/2019 16:03:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:08:26.505596,
2019-09-16 15:08:26.505645,10,1125743,09/11/2019 01:06:03,Export,113451,09/10/2019 16:03:41,-50,Failure,,,"https://nijt588ad1.execute-api.us-west-1.amazonaws.com/Stage/leads:{
	""lead"": {
		""payload"": {
			""id"": ""1125743"",
		  ""actionCount"": ""0"",
		  ""campaign"": ""BestRateReferrals"",
		  ""campaignGroup"": ""PROPAIR 3rd Party"",
		  ""creditProfile"": ""763"",
		  ""dateAdded"": ""9/10/2019 4:03 PM"",
		  ""dayPhone"": ""(555) 512-4806"",
		  ""email"": ""andrewsjennifer@macdonald.com"",
		  ""eveningPhone"": ""(555) 636-7116"",
		  ""existingHomeValue"": ""1"",
		  ""firstName"": ""Sherri"",
		  ""intendedPropertyUse"": ""INVESTOR"",
		  ""lastDuplicate"": """",
		  ""lastName"": ""Hall"",
		  ""loanAmount"": ""445737.00"",
		  ""loanPurpose"": ""DEBTCONSOLIDATION"",
		  ""propertyAddress"": ""na"",
		  ""propertyState"": ""RHODEISLAND"",
		  ""propertyType"": ""SECONDHOME"",
		  ""propertyZipCode"": ""46477"",
		  ""purchasePrice"": ""764949.0023"",
		  ""LeadProviderName"": ""ONLINEAPPLICATION"",
		  ""IsMilitary"": ""Yes"",
		  ""CIS"": ""0.7"",
		  ""FICO"": ""495""
		}
	}
}",-100,,"System, Velocify",,,,2019-09-16 15:08:26.505645,6
2019-09-16 15:08:26.505695,10,1125743,09/11/2019 01:06:03,Email,432845,09/10/2019 16:03:42,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:08:26.505695,5
2019-09-16 15:08:26.505744,10,1125743,09/11/2019 01:06:03,Email,432846,09/10/2019 16:03:42,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:08:26.505744,5
2019-09-16 15:08:26.505793,10,1125743,09/11/2019 01:06:03,Distribution,255782,09/10/2019 16:03:43,38,New Lead Distribution,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:08:26.505793,4
2019-09-16 15:08:26.505842,10,1125744,09/10/2019 16:05:43,Status,155569,09/10/2019 16:05:43,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:08:26.505842,7
2019-09-16 15:08:26.505892,10,1125744,09/10/2019 16:05:43,CreationLog,160757,09/10/2019 16:05:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:08:26.505892,
